"","ESTIMATE_TYPE","LICENCE_AREA","OPNG_CAT","OPNG_DESC","TARGETS_CHINOOK","STAT_WEEK","FISHING_DATE","FISHING.MONTH","FISHING.YEAR","MGMT_AREA","AREA_NAME","CATCH_REGION","HRS_OPEN","VESSELS_OP","CHINOOK_KEPT","CHINOOK_RELD","COMMENTS"
"6255","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-28,11,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6256","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-28,11,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6257","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-28,11,2012,123,"management area 123","SWVI",24,0,0,0,NA
"6258","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-28,11,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6259","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-28,11,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6260","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-28,11,2012,126,"management area 126","NWVI",24,0,0,0,NA
"6261","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-28,11,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6262","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,23,"management area 23","SWVI",24,1,15,6,NA
"6263","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6264","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6265","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6266","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6267","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,123,"management area 123","SWVI",24,0,0,0,NA
"6268","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6269","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6270","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,126,"management area 126","NWVI",24,0,0,0,NA
"6271","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-29,11,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6272","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,23,"management area 23","SWVI",24,2,15,4,NA
"6273","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6274","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6275","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6276","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6277","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,123,"management area 123","SWVI",24,0,0,0,NA
"6278","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6279","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6280","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,126,"management area 126","NWVI",24,0,0,0,NA
"6281","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-11-30,11,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6282","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,23,"management area 23","SWVI",24,0,0,0,NA
"6283","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6284","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6285","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6286","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6287","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,123,"management area 123","SWVI",24,0,0,0,NA
"6288","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6289","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6290","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,126,"management area 126","NWVI",24,0,0,0,NA
"6291","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 11/4",2012-12-01,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6292","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,23,"management area 23","SWVI",24,1,19,6,NA
"6293","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6294","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6295","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6296","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6297","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,123,"management area 123","SWVI",24,0,0,0,NA
"6298","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6299","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6300","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,126,"management area 126","NWVI",24,0,0,0,NA
"6301","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-02,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6302","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,23,"management area 23","SWVI",24,1,5,1,NA
"6303","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6304","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6305","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6306","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6307","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,123,"management area 123","SWVI",24,0,0,0,NA
"6308","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6309","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6310","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,126,"management area 126","NWVI",24,0,0,0,NA
"6311","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-03,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6312","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,23,"management area 23","SWVI",24,1,14,5,NA
"6313","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6314","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6315","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6316","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6317","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,123,"management area 123","SWVI",24,0,0,0,NA
"6318","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6319","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6320","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,126,"management area 126","NWVI",24,0,0,0,NA
"6321","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-04,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6322","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,23,"management area 23","SWVI",24,1,15,6,NA
"6323","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6324","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6325","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6326","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6327","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,123,"management area 123","SWVI",24,0,0,0,NA
"6328","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6329","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6330","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,126,"management area 126","NWVI",24,1,5,0,NA
"6331","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-05,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6332","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,23,"management area 23","SWVI",24,1,22,5,NA
"6333","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6334","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6335","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6336","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6337","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,123,"management area 123","SWVI",24,2,27,8,NA
"6338","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6339","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6340","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,126,"management area 126","NWVI",24,1,10,0,NA
"6341","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-06,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6342","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,23,"management area 23","SWVI",24,1,3,0,NA
"6343","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6344","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6345","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6346","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6347","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,123,"management area 123","SWVI",24,1,15,13,NA
"6348","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6349","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6350","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,126,"management area 126","NWVI",24,1,15,0,NA
"6351","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-07,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6352","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,23,"management area 23","SWVI",24,1,9,3,NA
"6353","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6354","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6355","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6356","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6357","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,123,"management area 123","SWVI",24,1,8,3,NA
"6358","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6359","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6360","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,126,"management area 126","NWVI",24,1,9,0,NA
"6361","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/1",2012-12-08,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6362","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,23,"management area 23","SWVI",24,1,8,1,NA
"6363","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6364","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6365","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6366","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6367","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,123,"management area 123","SWVI",24,0,0,0,NA
"6368","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6369","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6370","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,126,"management area 126","NWVI",24,1,11,0,NA
"6371","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-09,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6372","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,23,"management area 23","SWVI",24,1,15,3,NA
"6373","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6374","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
"6375","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,26,"management area 26","NWVI",24,0,0,0,NA
"6376","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,27,"management area 27","NWVI",24,0,0,0,NA
"6377","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,123,"management area 123","SWVI",24,1,6,7,NA
"6378","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,124,"management area 124","SWVI",24,0,0,0,NA
"6379","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,125,"management area 125","NWVI",24,0,0,0,NA
"6380","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,126,"management area 126","NWVI",24,1,7,0,NA
"6381","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-10,12,2012,127,"management area 127","NWVI",24,0,0,0,NA
"6382","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-11,12,2012,23,"management area 23","SWVI",24,1,1,2,NA
"6383","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-11,12,2012,24,"management area 24","SWVI",24,0,0,0,NA
"6384","IN-SEASON","Area G - Salmon Troll","Full Fleet","Area G TR / WCVI Aggr. CN / Nov 19-Dec 31","YES"," 12/2",2012-12-11,12,2012,25,"management area 25","NWVI",24,0,0,0,NA
