record_code,format_version,submission_date,reporting_agency,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,epa_reach,description,rmis_region,rmis_basin,rmis_latitude,rmis_longitude,record_origin
"L","4.1","20180206","CDFO","2MS23P029PT ROBE 08","1","GSPTS PT ROBE (29-8)","48.9752","-123.0156",,,,"GSPTS           STAT AREA: P029 POINT ROBERTS       P029","GST","GSMS","48.9752","-123.0156","N"
"L","4.1","20200203","CDFO","2MS22P016PILINGS 18","1","GSPTN PILINGS (16-18)","49.6313","-124.2817",,,,"GSPTN           STAT AREA: P016 PILINGS             P016","GST","GSMS","49.65","-124.2833","N"
"L","4.1","20200203","CDFO","2MS22P016SAND HO 05","1","GSPTN SAND HO (16-5)","49.5333","-123.7667",,,,"GSPTN           STAT AREA: P016 SANDY HOOK          P016","GST","GSMS","49.5333","-123.7667","N"
"L","4.1","20200203","CDFO","2MS27P123TWTH BK 08","1","WSPT  TWTH BK (123-8)","48.5703","-125.5993",,,,"WSPT            STAT AREA: P123 23 MILE BANK        P123","WCVI","SWVI","48.5703","-125.5993","N"
"L","4.1","20180206","CDFO","2MS22P013SHEL PT 13","1","GSPTN SHEL PT (14-13)","49.9411","-125.1738",,,,"GSPTN           STAT AREA: P013 SHELTER POINT       P013","GST","GSVI","49.9411","-125.1738","N"
"L","4.1","20200203","CDFO","2MS22P013FAWN BF 21","1","GSPTN FAWN BF (13-21)","50.4792","-125.0522",,,,"GSPTN           STAT AREA: P013 FAWN BLUFF          P013","JNST","JSM","50.4833","-125.05","N"
"L","4.1","20180206","CDFO","2MN26H011ALLI HA 02","1","CSPT  ALLI HA [11-2]","51.0514","-127.51",,,,"CSPT            STAT AREA: H011 ALLISON HARBOUR     H011","JNST","JNSTG","51.05","-127.5","N"
"L","4.1","20200203","CDFO","2MS23P017HOUS PS 06","1","GSPTS HOUS PS (17-6)","48.9439","-123.6111",,,,"GSPTS           STAT AREA: P017 HOUSTOUN PASSAGE    P017","GST","GSVI","48.95","-123.6","N"
"L","4.1","20200203","CDFO","2MS22P014TOBA IT 07","1","GSPTN TOBA IT (14-7)","49.4897","-124.6644",,,,"GSPTN           STAT AREA: P014 TOBY ISLAND         P014","GST","GSVI","49.4833","-124.6667","N"
"L","4.1","20200203","CDFO","2MS23M19ASTONEHO 11","1","GSPTS STONEHO (19-11)","48.5333","-123.55",,,,"GSPTS           STAT AREA: M19A STONEHOUSE          M19A","GST","GSVI","48.5333","-123.55","N"
"L","4.1","20200203","CDFO","2MS04P015       095","1","GSTR         P015-095",,,,,,"GSTR            LUND","GST","GSMN","49.9806","-124.7651","N"
"L","4.1","20200203","CDFO","2MS61P013ALPH BF 22","1","JSSSPTALPH BF (13-22)","50.6376","-124.8958",,,,"JSSSPT          STAT AREA: P013 ALPHA BLUFF         P013","JNST","JSM","50.6376","-124.8958","N"
"L","4.1","20200203","CDFO","2MS27P126SPRI IS","1","WSPT  SPRI IS (P126)","50.0042","-127.4197",,,,"WSPT            STAT AREA: P126 TLE:HOH ISLAND      P126","WCVI","NWVI","50","-127.4167","N"
"L","4.1","20200203","CDFO","2M BMP013A-13 BB 01","1","BC MARA-13 BB (13-1)","49.995","-125.1853",,,,"BC MARINE       STAT AREA: P013 AREA 13 BELL BUOY   P013","GST","GSTG","49.995","-125.1853","N"
"L","4.1","20200203","CDFO","2MS23P018HELE PT 02","1","GSPTS HELE PT (18-2)","48.8567","-123.3458",,,,"GSPTS           STAT AREA: P018 HELEN POINT         P018","GST","GSVI","48.85","-123.35","N"
"L","4.1","20180206","CDFO","2MS27P123MARA RK","1","WSPT  MARA RK (P123)","48.873","-125.4765",,,,"WSPT            STAT AREA: P123 MARA ROCK           P123","WCVI","SWVI","48.873","-125.4765","N"
"L","4.1","20200203","CDFO","2MS22P014RATH BE 01","1","GSPTN RATH BE (14-1)","49.3236","-124.2683",,,,"GSPTN           STAT AREA: P014 RATHTREVOR BEACH    P014","GST","GSVI","49.3333","-124.25","N"
"L","4.1","20200203","CDFO","2MS22P013PICN BE 03","1","GSPTN PICN BE (13-3)","50.0306","-125.2098",,,,"GSPTN           STAT AREA: P013 PICNIC BEACH        P013","JNST","JNSTG","50.0306","-125.2098","N"
"L","4.1","20200203","CDFO","2MS23P017HUNT PT 07","1","GSPTS HUNT PT (17-7)","48.9928","-123.7883",,,,"GSPTS           STAT AREA: P017 HUNTER POINT        P017","GST","GSVI","48.9928","-123.7883","N"
"L","4.1","20200203","CDFO","2MS23P028HUTT IS 01","1","GSPTS HUTT IS (28-1)","49.4089","-123.3831",,,,"GSPTS           STAT AREA: P028 HUTT ISLAND         P028","GST","GSMS","49.4167","-123.3833","N"
"L","4.1","20200203","CDFO","2MS23P017SOUT PT 02","1","GSPTS SOUT PT (17-2)","48.9458","-123.5967",,,,"GSPTS           STAT AREA: P017 SOUTHEY POINT       P017","GST","GSVI","48.95","-123.6","N"
"L","4.1","20200203","CDFO","2MS27P025ANDE PT 03","1","WSPT  ANDE PT (25-3)","49.6464","-126.4689",,,,"WSPT            STAT AREA: P025 ANDERSON POINT      P025","WCVI","WCVIG","49.65","-126.4667","N"
"L","4.1","20200203","CDFO","2MN26P012SUTL CH 40","1","CSPT  SUTL CH (12-40)","50.8761","-126.7433",,,,"CSPT            STAT AREA: P012 SUTLEJ CHANNEL      P012","JNST","JSM","50.8833","-126.75","N"
"L","4.1","20200203","CDFO","2MS23P017GERA IS 18","1","GSPTS GERA IS (17-18)","49.3114","-124.1622",,,,"GSPTS           STAT AREA: P017 GERALD ISLAND       P017","GST","GSVI","49.3167","-124.15","N"
"L","4.1","20200203","CDFO","2MS27P124AHOUSAT","1","WSPT  AHOUSAT (P124)","49.2825","-126.0706",,,,"WSPT            STAT AREA: P124 AHOUSAT             P124","WCVI","SWVI","49.2825","-126.0706","N"
"L","4.1","20200203","CDFO","2MS01P025       000","1","NWTR         P025-000",,,,,,"NWTR            PFMA 25 - Nootka Sound, Esperanza Inlet","WCVI","NWVI","49.86","-126.67","N"
"L","4.1","20200203","CDFO","2MS22P014FNNY BY 08","1","GSPTN FNNY BY (14-8)","49.5072","-124.82",,,,"GSPTN           STAT AREA: P014 FANNY BAY           P014","GST","GSVI","49.5167","-124.8333","N"
"L","4.1","20200203","CDFO","2MS22P013MAUD IS 06","1","GSPTN MAUD IS (13-6)","50.1317","-125.3439",,,,"GSPTN           STAT AREA: P013 MAUD ISLAND         P013","JNST","JNSTG","50.1317","-125.3439","N"
"L","4.1","20200203","CDFO","2MS22P014CP GURN 09","1","GSPTN CP GURN (14-9)","49.5283","-124.6025",,,,"GSPTN           STAT AREA: P014 CAPE GURNEY         P014","GST","GSVI","49.5333","-124.5667","N"
"L","4.1","20200203","CDFO","2MS02H023       521","1","SWTR         H023-521",,,,,,"SWTR            TEN MILE POINT","WCVI","SWVI","49.0589","-124.8433","N"
"L","4.1","20200203","CDFO","2MS23P018CHAI IS 03","1","GSPTS CHAI IS (18-3)","48.8464","-123.47",,,,"GSPTS           STAT AREA: P018 CHAIN ISLANDS       P018","GST","GSVI","48.85","-123.4667","N"
"L","4.1","20200203","CDFO","2MS27P121","1","WSPT         P121",,,,,,"WSPT            PFMA 121 - Open water southwest of Pachena Point","WCVI","SWVI","48.5","-125.25","N"
"L","4.1","20200203","CDFO","2M BMP027LIPP PT 03","1","BC MARLIPP PT (27-3)","50.4717","-128.1075",,,,"BC MARINE       STAT AREA: P027 LIPPY POINT         P027","WCVI","NWVI","50.4717","-128.1075","N"
"L","4.1","20200203","CDFO","2MS17M118       372","1","NWTR & SWTR  M118-372",,,,,,"NWTR & SWTR     PFMAS 24, 124, 25, 125 - MRP SUBS 65, 66","WCVI","WCVIG","48.95","-127.09","N"
"L","4.1","20200203","CDFO","2MS01H025       183","1","NWTR         H025-183",,,,,,"NWTR            NOOTKA SOUND (PFMA SUBS 25-6,- 7, -15)","WCVI","WCVIG","49.6","-126.5667","N"
"L","4.1","20200203","CDFO","2FS99GSMNR2606","1","R-THEODOSIA CREEK",,,,,,"CDN ESCMENT     THEODOSIA CREEK      GSMN","GST","GSMN","50.083","-124.65","N"
"L","4.1","20200203","CDFO","2MS27H025NOOT SU","1","WSPT  NOOT SU [H025]",,,,,,"WSPT            STAT AREA: H025 NOOTKA SOUND        H025","WCVI","WCVIG","49.6","-126.5667","N"
"L","4.1","20200203","CDFO","2MS27P123SEVE BK 02","1","WSPT  SEVE BK (123-2)","48.7083","-124.3471",,,,"WSPT            STAT AREA: P123 7 MILE BANK         P123","WCVI","SWVI","48.7083","-124.3471","N"
"L","4.1","20200203","CDFO","2MS22P015STILLWA 01","1","GSPTN STILLWA (15-1)","49.7667","-124.3",,,,"GSPTN           STAT AREA: P015 STILLWATER          P015","GST","GSMS","49.7667","-124.3167","N"
"L","4.1","20200203","CDFO","2MS24P020SOMB PT 03","1","JFSPT SOMB PT (20-3)","48.485","-124.2925",,,,"JFSPT           STAT AREA: P020 SOMBRIO POINT       P020","WCVI","SWVI","48.4833","-124.2833","N"
"L","4.1","20200203","CDFO","2MS24M19BPARR BY 03","1","JFSPT PARR BY (19-3)","48.3664","-123.5161",,,,"JFSPT           STAT AREA: M19B PARRY BAY           M19B","GST","GSVI","48.3667","-123.5167","N"
"L","4.1","20200203","CDFO","2MS62P016LIME BY 22","1","GSSPTCLIME BY (16-22)","49.7889","-124.6336",,,,"GSSPTC          STAT AREA: P016 LIMEKILN BAY        P016","GST","GSMS","49.7833","-124.65","N"
"L","4.1","20200203","CDFO","2MS62P014CAMP RV","1","GSSPTCCAMP RV (P014)","50.0333","-125.2291",,,,"GSSPTC          STAT AREA: P014 CAMPBELL RIVER      P014","JNST","JSVI","50.0333","-125.2291","N"
"L","4.1","20200203","CDFO","2MS27P125ZEBALLO","1","WSPT  ZEBALLO (P125)","49.9772","-126.8484",,,,"WSPT            STAT AREA: P125 ZEBALLOS            P125","WCVI","NWVI","49.9833","-126.85","N"
"L","4.1","20200203","CDFO","2MS02M111       335","1","SWTR         M111-335",,,,,,"SWTR            PFMAS 21, 121, 23, 123 - MRP SUBS 52, 58, 59","WCVI","SWVI",,,"N"
"L","4.1","20200203","CDFO","2MS61P013CORT IS 15","1","JSSSPTCORT IS (13-15)","50.1194","-124.9208",,,,"JSSSPT          STAT AREA: P013 CORTES ISLAND       P013","JNST","JSM","50.1194","-124.9208","N"
"L","4.1","20200203","CDFO","2FS99GSMNR0112","1","R-SEYMOUR R",,,,,,"CDN ESCMENT     SEYMOUR R            GSMN","GST","GSMS","49.4398","-122.969","N"
"L","4.1","20200203","CDFO","2MS23P018BURI IT 07","1","GSPTS BURI IT (18-7)","48.7692","-123.5633",,,,"GSPTS           STAT AREA: P018 BURIAL ISLET        P018","GST","GSVI","48.7667","-123.5667","N"
"L","4.1","20200203","CDFO","2MS24M19BHAML PT 05","1","JFSPT HAML PT (19-5)","48.6008","-123.2683",,,,"JFSPT           STAT AREA: M19B HAMLEY POINT        M19B","GST","GSVI","48.6167","-123.2833","N"
"L","4.1","20200203","CDFO","2MS62M103","1","GSSPTC       M103",,,,,,"GSSPTC          PFMA 14, 16 (STAT AREAS 14, 16)","GST","GSTG","49.55","-124.38","N"
"L","4.1","20200203","CDFO","2MS11P012       504","1","JSN          P012-504",,,,,,"JSN             CRACROFT POINT","JNST","JSM","50.55","-126.6833","N"
"L","4.1","20200203","CDFO","2FS99NWVIH0117","1","H-CONUMA R",,,,,,"CDN ESCMENT     CONUMA R             NWVI","WCVI","NWVI","49.798","-126.4333","N"
"L","4.1","20200203","CDFO","2MS22P014COMO BB 09","1","GSPTN COMO BB (14-9)","49.6588","-124.8618",,,,"GSPTN           STAT AREA: P014 COMOX BELL BUOY     P014","GST","GSVI","49.6549","-124.8568","N"
"L","4.1","20200203","CDFO","2MS27H026RUGG PT","1","WSPT  RUGG PT [H026]","49.9664","-127.2544",,,,"WSPT            STAT AREA: H026 RUGGED POINT        H026","WCVI","NWVI","49.9664","-127.2544","N"
"L","4.1","20200203","CDFO","2MS61P013DEPW BY 07","1","JSSSPTDEPW BY (13-7)","50.1869","-125.3439",,,,"JSSSPT          STAT AREA: P013 DEEPWATER BAY       P013","JNST","JNSTG","50.1869","-125.3439","N"
"L","4.1","20200203","CDFO","2MS11P013       135","1","JSN          P013-135",,,,,,"JSN             KELSEY BAY","JNST","JSVI","50.3939","-125.9583","N"
"L","4.1","20200203","CDFO","2MS02H021       048","1","SWTR         H021-048",,,,,,"SWTR            PRAIRIES 21-48","WCVI","SWVI","48.32","-125.72","N"
"L","4.1","20200203","CDFO","2MS02M111       336","1","SWTR         M111-336",,,,,,"SWTR            PFMAS 21, 121, 23, 123 - MRP SUBS 52, 59","WCVI","SWVI",,,"N"
"L","4.1","20200203","CDFO","2MS24P020FREN BE 04","1","JFSPT FREN BE (20-4)","48.3819","-123.8344",,,,"JFSPT           STAT AREA: P020 FRENCH BEACH        P020","WCVI","SWVI","48.3819","-123.8344","N"
"L","4.1","20200203","CDFO","2MS23P028SEYM BY 02","1","GSPTS SEYM BY (28-2)","49.3442","-123.3519",,,,"GSPTS           STAT AREA: P028 SEYMOUR BAY         P028","GST","GSMS","49.35","-123.35","N"
"L","4.1","20200203","CDFO","2MS27P123SOQU BK 01","1","WSPT  SOQU BK (123-1)","48.7037","-125.1922",,,,"WSPT            STAT AREA: P123 SOQUEL BANK         P123","WCVI","SWVI","48.7037","-125.1922","N"
"L","4.1","20200203","CDFO","2MS62P014HORN IS 07","1","GSSPTCHORN IS (14-7)","49.5233","-124.6642",,,,"GSSPTC          STAT AREA: P014 HORNBY ISLAND       P014","GST","GSVI","49.5667","-124.6667","N"
"L","4.1","20200203","CDFO","2MS27P126KYOQ RF 01","1","WSPT  KYOQ RF (126-1)","50.0269","-127.5723",,,,"WSPT            STAT AREA: P126 KYUQUOT REEF        P126","WCVI","NWVI","50.0269","-127.5723","N"
"L","4.1","20200203","CDFO","2F 290FW ROY CK","1","FWSPT ROY CK [FW]","49.6475","-124.9425",,,,"FWSPT           STAT AREA: 0FW ROY CREEK           0FW","GST","GSVI","49.65","-124.95","N"
"L","4.1","20200203","CDFO","2MS20H025       704","1","NWVN         H025-704",,,,,,"NWVN            PRINCESS ROYAL POINT","WCVI","NWVI","49.749","-126.455","N"
"L","4.1","20200203","CDFO","2MS22P014ELMA BY 13","1","GSPTN ELMA BY (14-13)","49.85","-125.0917",,,,"GSPTN           STAT AREA: P014 ELMA BAY            P014","GST","GSVI","49.85","-125.0833","N"
"L","4.1","20200203","CDFO","2MS23P028CYPR CR 06","1","GSPTS CYPR CR (28-6)","49.3389","-123.2411",,,,"GSPTS           STAT AREA: P028 CYPRESS CREEK       P028","GST","GSMS","49.3389","-123.2411","N"
"L","4.1","20200203","CDFO","2MS27P126KYUQ SO 01","1","WSPT  KYUQ SO (126-1)",,,,,,"WSPT            STAT AREA: P126 KYUQUOT SOUND       P126","WCVI","NWVI","49.94","-127.36","N"
"L","4.1","20200203","CDFO","2MS61P013HOWE IS 27","1","JSSSPTHOWE IS (13-27)","50.3417","-125.4053",,,,"JSSSPT          STAT AREA: P013 HOWE ISLAND         P013","JNST","JSM","50.35","-125.4","N"
"L","4.1","20200203","CDFO","2MS27H025NOOT SO","1","WSPT  NOOT SO [H025]",,,,,,"WSPT            STAT AREA: H025 NOOTKA SOUND        H025","WCVI","WCVIG",,,"N"
"L","4.1","20200203","CDFO","2MS22P016PIRA RK 01","1","GSPTN PIRA RK (16-1)","49.4667","-123.95",,,,"GSPTN           STAT AREA: P016 PIRATE ROCK         P016","GST","GSMS","49.4667","-123.9333","N"
"L","4.1","20200203","CDFO","2MS23M19ASENA IS 08","1","GSPTS SENA IS (19-8)","48.5917","-123.4858",,,,"GSPTS           STAT AREA: M19A SENANUS ISLAND      M19A","GST","GSVI","48.5833","-123.4833","N"
"L","4.1","20200203","CDFO","2MS23P017DUKE PT 16","1","GSPTS DUKE PT (17-16)","49.15","-123.8833",,,,"GSPTS           STAT AREA: P017 DUKE POINT          P017","GST","GSVI","49.15","-123.8833","N"
"L","4.1","20200203","CDFO","2MS02H023       806","1","SWTR         H023-806",,,,,,"SWTR            PFMA 23 UNKNOWN PFMA SUBS (INSIDE SURFLINE)","WCVI","SWVI","48.84","-125.3","N"
"L","4.1","20200203","CDFO","2MS01H026       068","1","NWTR         H026-068",,,,,,"NWTR            TATCHO PT. TO CAPE COOK","WCVI","WCVIG",,,"N"
"L","4.1","20200203","CDFO","2MS11P012       132","1","JSN          P012-132",,,,,,"JSN             THOMPSON/BOND SOUNDS","JNST","JSM","50.77","-126.17","N"
"L","4.1","20200203","CDFO","2MS22P014MIRA BE 13","1","GSPTN MIRA BE (14-13)","49.8527","-125.0841",,,,"GSPTN           STAT AREA: P014 MIRACLE BEACH       P014","GST","GSVI","49.8527","-125.0841","N"
"L","4.1","20200203","CDFO","2MS23P017BRAN RF 10","1","GSPTS BRAN RF (17-10)","49.1606","-123.6679",,,,"GSPTS           STAT AREA: P017 BRANT REEF          P017","GST","GSVI","49.1606","-123.6679","N"
"L","4.1","20200203","CDFO","2MN26P012KAIK CR 03","1","CSPT  KAIK CR (12-3)","50.5175","-126.6947",,,,"CSPT            STAT AREA: P012 KAIKASH CREEK       P012","JNST","JNSTG","50.5167","-126.6833","N"
"L","4.1","20200203","CDFO","2MS22P014ELEP PT 03","1","GSPTN ELEP PT (14-3)","49.4236","-124.1933",,,,"GSPTN           STAT AREA: P014 ELEPHANT EYE POINT  P014","GST","GSVI","49.4333","-124.2","N"
"L","4.1","20200203","CDFO","2MS22P014GRAN RF","1","GSPTN GRAN RF (P014)","49.8833","-124.8",,,,"GSPTN           STAT AREA: P014 GRANT REEFS         P014","GST","GSMN","49.8833","-124.7833","N"
"L","4.1","20200203","CDFO","2MS27M23BROBI IS 06","1","WSPT  ROBI IS (23-6)","48.9497","-125.2018",,,,"WSPT            STAT AREA: M23B ROBINSON ISLAND     M23B","WCVI","SWVI","48.9497","-125.2018","N"
"L","4.1","20200203","CDFO","2MS01H027       112","1","NWTR         H027-112",,,,,,"NWTR            WINTER HARBOUR","WCVI","NWVI","50.45","-128.16","N"
"L","4.1","20180206","CDFO","2MN26H011BREM PT 02","1","CSPT  BREM PT [11-2]","51.1047","-127.6792",,,,"CSPT            STAT AREA: H011 BREMNER POINT       H011","JNST","JNSTG","51.1047","-127.6792","N"
"L","4.1","20200203","CDFO","2FS74P029       044","1","FGNFNSS      P029-044",,,,,,"FGNFNSS         SOUTH MOUTH (PFMA SUBS 29 -6, -7, -9)","GST","GSTG","49.05","-123.26","N"
"L","4.1","20180206","CDFO","2MS23P029LION IT 04","1","GSPTS LION IT (29-4)","48.9003","-123.3353",,,,"GSPTS           STAT AREA: P029 LION ISLETS         P029","GST","GSVI","48.9","-123.3333","N"
"L","4.1","20200203","CDFO","2MS22P014L QU RV 04","1","GSPTN L QU RV (14-4)","49.365","-124.4947",,,,"GSPTN           STAT AREA: P014 LITTLE QUALICUM RIV P014","GST","GSVI","49.3833","-124.4833","N"
"L","4.1","20200203","CDFO","2MS23P017PARM PT 06","1","GSPTS PARM PT (17-6)","48.9003","-123.5932",,,,"GSPTS           STAT AREA: P017 PARMINTER POINT     P017","GST","GSVI","48.9003","-123.5932","N"
"L","4.1","20200203","CDFO","2MS27P126TWSIXO","1","WSPT  TWSIXO (P126)",,,,,,"WSPT            STAT AREA: P126 UNKNOWN PFMA 126    P126","WCVI","NWVI","49.3","-128.42","N"
"L","4.1","20200203","CDFO","2M BMM23BSWAL RK 07","1","BC MARSWAL RK (23-7)","48.9255","-125.2224",,,,"BC MARINE       STAT AREA: M23B SWALE ROCK          M23B","WCVI","SWVI","48.9255","-125.2224","N"
"L","4.1","20200203","CDFO","2MS62P014GRAN RF","1","GSSPTCGRAN RF (P014)","49.8833","-124.8",,,,"GSSPTC          STAT AREA: P014 GRANT REEFS         P014","GST","GSMN","49.8833","-124.7833","N"
"L","4.1","20200203","CDFO","2MS22P015REDO IS 05","1","GSPTN REDO IS (15-5)","50.2327","-124.8164",,,,"GSPTN           STAT AREA: P015 REDONDA ISLANDS     P015","GST","GSMN","50.2667","-124.8333","N"
"L","4.1","20200203","CDFO","2MS23H29ECRES BE","1","GSPTS CRES BE (H29E)","49.05","-122.8833",,,,"GSPTS           STAT AREA: H29E CRESCENT BEACH      H29E","GST","GSMS","49.05","-122.8833","N"
"L","4.1","20200203","CDFO","2MS04M104       000","1","GSTR         M104-000",,,,,,"GSTR            PFMA 14, 17 (STAT AREAS 14, 17)","GST","GSVI","49.38","-124.16","N"
"L","4.1","20200203","CDFO","2MS04P014       149","1","GSTR         P014-149",,,,,,"GSTR            LASQUETI I. (PFMA SUBS 14-6, PART OF -3)","GST","GSTG","49.51","-124.43","N"
"L","4.1","20200203","CDFO","2MS27H025BURD PU","1","WSPT  BURD PU [H025]",,,,,,"WSPT            STAT AREA: H025 BURDWOOD PT         H025","WCVI","SWVI","49.583268","-126.566619","N"
"L","4.1","20200203","CDFO","2MS23M19ASTONEST 11","1","GSPTS STONEST (19-11)","48.55","-123.5167",,,,"GSPTS           STAT AREA: M19A STONESTEP           M19A","GST","GSVI","48.55","-123.5167","N"
"L","4.1","20200203","CDFO","2MS10P014       191","1","GSN          P014-191",,,,,,"GSN             PFMA SUB 14-4","GST","GSVI","49.41","-124.45","N"
"L","4.1","20200203","CDFO","2MS23P29MRECE PT 01","1","GSPTS RECE PT (29-1)","49.4733","-123.8883",,,,"GSPTS           STAT AREA: P29M RECEPTION POINT     P29M","GST","GSMS","49.4733","-123.8883","N"
"L","4.1","20200203","CDFO","2MS62P016FAVA PT","1","GSSPTCFAVA PT (P016)","49.7364","-124.6367",,,,"GSSPTC          STAT AREA: P016 FAVADA POINT        P016","GST","GSVI","49.7364","-124.6367","N"
"L","4.1","20200203","CDFO","2MS28M23ADUNS PT 01","1","ACSPT DUNS PT (23-1)","49.1549","-124.8032",,,,"ACSPT           STAT AREA: M23A DUNSMUIR POINT      M23A","WCVI","SWVI","49.1549","-124.8032","N"
"L","4.1","20200203","CDFO","2MS23P028SUNS BE 02","1","GSPTS SUNS BE (28-2)","49.2806","-123.1408",,,,"GSPTS           STAT AREA: P028 SUNSET BEACH        P028","GST","GSMS","49.4","-123.25","N"
"L","4.1","20200203","CDFO","2MS08P029       044","1","FGN          P029-044",,,,,,"FGN             SOUTH MOUTH (PFMA SUBS 29 -6, -7, -9)","GST","GSTG","49.05","-123.26","N"
"L","4.1","20200203","CDFO","2MS22P014KYE BY  13","1","GSPTN KYE BY (14-13)","49.7171","-124.8688",,,,"GSPTN           STAT AREA: P014 KYE BAY             P014","GST","GSVI","49.7171","-124.8688","N"
"L","4.1","20200203","CDFO","2F BFM311COWI RI","1","BC FRECOWI RI [M311]","48.7533","-123.6367",,,,"BC FRESHWATER   STAT AREA: M311 COWICHAN RIVER      M311","GST","GSVI","48.7533","-123.6367","N"
"L","4.1","20200203","CDFO","2MS61P013MARI IS 14","1","JSSSPTMARI IS (13-14)","50.0683","-125.0517",,,,"JSSSPT          STAT AREA: P013 MARINA ISLAND       P013","JNST","JSM","50.0333","-125.0667","N"
"L","4.1","20200203","CDFO","2MS22P015REBE RK 02","1","GSPTN REBE RK (15-2)","49.8167","-124.6667",,,,"GSPTN           STAT AREA: P015 REBECCA ROCK        P015","GST","GSMN","49.8","-124.65","N"
"L","4.1","20200203","CDFO","2MS22P015OTTE IS 05","1","GSPTN OTTE IS (15-5)","50.1244","-124.7322",,,,"GSPTN           STAT AREA: P015 OTTER ISLAND        P015","GST","GSMN","50.1167","-124.7333","N"
"L","4.1","20200203","CDFO","2MS22P013SEWER   03","1","GSPTN SEWER (13-3)","50.0218","-125.2357",,,,"GSPTN           STAT AREA: P013 CAMPBELL RIV PLANT  P013","JNST","JNSTG","50.0218","-125.2357","N"
"L","4.1","20200203","CDFO","2MS22P013HEMM BY 26","1","GSPTN HEMM BY (13-26)","50.39","-125.3714",,,,"GSPTN           STAT AREA: P013 HEMMING BAY         P013","JNST","JSM","50.4","-125.3833","N"
"L","4.1","20200203","CDFO","2MS22P014CLLI PT 09","1","GSPTN CLLI PT (14-9)","49.5672","-124.7061",,,,"GSPTN           STAT AREA: P014 COLLISHAW POINT     P014","GST","GSVI","49.5672","-124.7061","N"
"L","4.1","20200203","CDFO","2MSTSH024       803","1","TAAQS        H024-803",,,,,,"TAAQS           PFMA 124 UNKNOWN TROLL ZONES (OUTSIDE SURFLINE)","WCVI","SWVI","48.48","-126.98","N"
"L","4.1","20200203","CDFO","2MS23P29MGABR IS","1","GSPTS GABR IS (P29M)","49.1597","-123.7894",,,,"GSPTS           STAT AREA: P29M GABRIOLA ISLAND     P29M","GST","GSVI","49.1597","-123.7894","N"
"L","4.1","20200203","CDFO","2MS22P015SPIL PT 03","1","GSPTN SPIL PT (15-3)","50.0033","-124.9444",,,,"GSPTN           STAT AREA: P015 SPILSBURY POINT     P015","GST","GSMN","50","-124.95","N"
"L","4.1","20200203","CDFO","2MS22P013DEPW BY 07","1","GSPTN DEPW BY (13-7)","50.1869","-125.3439",,,,"GSPTN           STAT AREA: P013 DEEPWATER BAY       P013","JNST","JNSTG","50.1869","-125.3439","N"
"L","4.1","20200203","CDFO","2MS61P013OWE PT  25","1","JSSSPTOWE PT (13-25)","50.4556","-125.3106",,,,"JSSSPT          STAT AREA: P013 OWEN POINT          P013","JNST","JSM","50.4556","-125.3106","N"
"L","4.1","20200203","CDFO","2MS61P013PENN IS 17","1","JSSSPTPENN IS (13-17)","50.1869","-125.0144",,,,"JSSSPT          STAT AREA: P013 PENN ISLANDS        P013","JNST","JSM","50.1833","-125.0167","N"
"L","4.1","20200203","CDFO","2MS02H023       055","1","SWTR         H023-055",,,,,,"SWTR            OUTSIDE SURFLINE - PACHENA PT. TO CAPE BEALE (INCLUDES 7 AND 12 MILE BANKS) (PART OF","WCVI","SWVI","48.73","-125.19","N"
"L","4.1","20200203","CDFO","2MS22P016WELC PS 01","1","GSPTN WELC PS (16-1)","49.4844","-123.9356",,,,"GSPTN           STAT AREA: P016 WELCOME PASSAGE     P016","GST","GSMS","49.5167","-123.9667","N"
"L","4.1","20200203","CDFO","2MS27P125DISC PT","1","WSPT  DISC PT (P125)","49.5856","-126.5575",,,,"WSPT            STAT AREA: P125 DISCOVERY POINT     P125","WCVI","NWVI","49.5856","-126.5575","N"
"L","4.1","20200203","CDFO","2MS61P013CRDE CH 41","1","JSSSPTCRDE CH (13-41)","50.4467","-125.2583",,,,"JSSSPT          STAT AREA: P013 CORDERO CHANNEL     P013","JNST","JSM","50.45","-125.4167","N"
"L","4.1","20200203","CDFO","2MS61P013PHIL AR 24","1","JSSSPTPHIL AR (13-24)","50.5119","-125.3681",,,,"JSSSPT          STAT AREA: P013 PHILLIPS ARM        P013","JNST","JSM","50.5119","-125.3681","N"
"L","4.1","20200203","CDFO","2MS22P013FERR DK 05","1","GSPTN FERR DK (13-5)","50.0294","-125.2378",,,,"GSPTN           STAT AREA: P013 FERRY DOCK          P013","JNST","JSVI","50.0333","-125.25","N"
"L","4.1","20200203","CDFO","2MS22P013WLLO PT 02","1","GSPTN WLLO PT (13-2)","49.9667","-125.2021",,,,"GSPTN           STAT AREA: P013 WILLOW POINT        P013","GST","GSVI","49.9667","-125.2021","N"
"L","4.1","20200203","CDFO","2MN26P012CP SUTI","1","CSPT  CP SUTI (P012)","50.8744","-128.0503",,,,"CSPT            STAT AREA: P012 CAPE SUTIL          P012","JNST","JNSTG","50.8744","-128.0503","N"
"L","4.1","20200203","CDFO","2MS27P025NOOT SO","1","WSPT  NOOT SO (P025)",,,,,,"WSPT            STAT AREA: P025 NOOTKA SOUND        P025","WCVI","WCVIG","49.6","-126.5667","N"
